Price,Type,Area(sqm),NoBedrooms,NoBathrooms,Furnishing,Amenities,Location
4500,Apartment,80,2,1,Furnished,"Central A/C,Concierge,Covered Parking,Kitchen Appliances",Old Airport Road
4000,Apartment,120,2,2,Unfurnished,"Covered Parking,Pets Allowed",Al Mansoura
12000,Apartment,230,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
12000,Apartment,170,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
7500,Apartment,160,2,3,Furnished,"Kitchen Appliances,Security,Shared Gym,Shared Pool",Al Sadd
6500,Apartment,135,2,2,Furnished,"Central A/C,Shared Gym,Shared Pool",Musheireb
7999,Apartment,150,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa",West Bay
6000,Apartment,125,2,2,Furnished,"Balcony,Central A/C,Covered Parking,Security,Shared Gym",Fereej Bin Mahmoud
10000,Apartment,110,2+Maid,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa",Al Sadd
11000,Apartment,125,2,4,Furnished,"Balcony,Built in Wardrobes,Central A/C,Covered Parking,Security,Shared Gym,Shared Pool,Shared Spa",Fereej Bin Mahmoud
14000,Apartment,220,2+Maid,4,Partly furnished,"Built in Wardrobes,Central A/C,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
6500,Apartment,95,2,3,,,Al Sadd
9000,Apartment,140,2,3,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances",West Bay
13000,Apartment,129,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security",The Pearl
7500,Apartment,101,2,3,Furnished,"Central A/C,Children's Play Area,Covered Parking,Security",Abu Hamour
8000,Apartment,120,2,2,Furnished,"Balcony,Covered Parking,Security,Shared Gym,Shared Pool",Al Ghanim
6000,Apartment,110,2,2,Furnished,"Central A/C,Shared Gym,Shared Pool,Shared Spa",Al Sadd
12500,Apartment,190,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
4500,Apartment,90,2,2,Furnished,Covered Parking,Old Airport Road
15400,Apartment,238,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,Study,View of Water",The Pearl
10500,Townhouse,152,2,3,Partly furnished,"Balcony,Pets Allowed,Security,Shared Gym,Shared Pool",The Pearl
15500,Apartment,113,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,Shared Spa,View of Water",The Pearl
16000,Apartment,150,2,4,Furnished,"Balcony,Built in Wardrobes,Concierge,Kitchen Appliances,Shared Gym,Shared Pool",The Pearl
9000,Apartment,1,2+Maid,3,Unfurnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool,Shared Spa,View of Landmark,View of Water",West Bay
10500,Apartment,172,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
8500,Apartment,260,2,2,Furnished,Built in Wardrobes,West Bay
10500,Apartment,180,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark,View of Water",The Pearl
9000,Apartment,160,2,2,Furnished,"Built in Wardrobes,Central A/C,Kitchen Appliances,Security,Shared Gym,Shared Pool,Shared Spa",West Bay
11500,Apartment,150,2,2,Furnished,"Central A/C,Covered Parking,Kitchen Appliances,Lobby in Building,Security,Shared Gym,Shared Pool,Shared Spa,View of Landmark,View of Water",The Pearl
13000,Apartment,175,2+Maid,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Maids Room,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
10500,Apartment,177,2,3,Partly furnished,"Balcony,Central A/C,Children's Play Area,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
5000,Apartment,95,2,1,Unfurnished,Covered Parking,Al Sadd
10000,Apartment,180,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Private Garden,Security,Shared Gym,Shared Pool,View of Landmark,View of Water",The Pearl
20400,Duplex,357,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark,View of Water",The Pearl
11571,Apartment,181,2,2,,,The Pearl
12000,Apartment,172,2,2,Partly furnished,"Balcony,Central A/C,Covered Parking,Security,Shared Gym,Shared Pool,View of Water",The Pearl
6500,Apartment,120,2,2,Furnished,"Balcony,Children's Play Area,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool",Al Sadd
3500,Apartment,110,2,2,,,Fereej Abdul Aziz
14000,Apartment,201,2,2,,,The Pearl
14000,Apartment,173,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Kitchen Appliances,Security,Shared Pool,Shared Spa,View of Water,Walk-in Closet",The Pearl
12000,Apartment,224,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
4500,Apartment,100,2,2,,,Al Muntazah
14000,Apartment,200,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
9000,Apartment,140,2,2,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark,View of Water",The Pearl
7500,Apartment,101,2,3,,,Barwa City
4700,Apartment,95,2,2,Furnished,Covered Parking,Umm Ghuwailina
12000,Apartment,186,2+Maid,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Maid Service,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,View of Water,Walk-in Closet",The Pearl
14000,Apartment,140,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
15500,Apartment,168,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
8000,Apartment,164,2,3,Furnished,"Security,Shared Pool",Fereej Bin Mahmoud
11000,Apartment,130,2+Maid,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
7000,Apartment,170,2,3,Unfurnished,"Built in Wardrobes,Central A/C,Kitchen Appliances,Shared Gym,Shared Pool",Al Muntazah
8308,Apartment,130,2,2,Partly furnished,"Balcony,Barbecue Area,Built in Wardrobes,Children's Play Area,Children's Pool,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Networked,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,Study,View of Water,Walk-in Closet",Al Waab
5500,Apartment,120,2,2,Furnished,"Covered Parking,Security,Walk-in Closet",C-Ring
13000,Apartment,157,2,3,Partly furnished,"Balcony,Central A/C,Security,Shared Gym,Shared Pool,View of Water",The Pearl
5000,Apartment,80,2,1,,,Abu Hamour
6000,Apartment,110,2,2,Furnished,"Central A/C,Shared Gym,Shared Pool",Al Sadd
7500,Apartment,101,2,3,Furnished,"Central A/C,Children's Play Area,Covered Parking,Security",Mesaimeer
12000,Apartment,170,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
4500,Apartment,140,2,2,Unfurnished,Security,Najma
5000,Apartment,200,2,2,Unfurnished,"Covered Parking,Lobby in Building,Security,Study,View of Landmark",Al Mansoura
14500,Townhouse,156,2,3,Partly furnished,"Balcony,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
11300,Apartment,121,2,1,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool",The Pearl
15600,Apartment,168,2,1,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
12000,Apartment,130,2,2,Furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool",Al Jasra
14000,Apartment,143,2,2,,,The Pearl
14500,Apartment,155,2,2,Furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Security,Shared Gym,Shared Pool",Al Jasra
8000,Apartment,110,2,3,Furnished,"Central A/C,Children's Play Area,Covered Parking,Security",Mesaimeer
13500,Apartment,190,2,3,Furnished,"Balcony,Security,Shared Gym,Shared Pool,Shared Spa,View of Landmark,View of Water",The Pearl
4000,Apartment,110,2,2,,,Najma
10714,Apartment,160,2,3,Unfurnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Security,Shared Gym,Shared Pool,Shared Spa,View of Water",The Pearl
4250,Apartment,78,2,2,Partly furnished,"Balcony,Covered Parking",Najma
6000,Apartment,110,2,2,Furnished,"Central A/C,Shared Gym,Shared Pool,Shared Spa",Al Sadd
10500,Apartment,170,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Security,Shared Gym,Shared Pool,Walk-in Closet",West Bay
5250,Apartment,100,2,2,Furnished,Covered Parking,Old Airport Road
4500,Apartment,90,2,2,Unfurnished,Covered Parking,Al Mansoura
8500,Apartment,175,2+Maid,3,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Shared Gym,Shared Pool,Walk-in Closet",West Bay
11500,Apartment,157,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Private Jacuzzi,Private Pool,Security,Shared Gym,Shared Pool,View of Water",The Pearl
11500,Apartment,190,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances",The Pearl
9000,Apartment,167,2+Maid,3,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool",West Bay
5000,Apartment,100,2,1,,,Najma
15000,Apartment,156,2,3,Furnished,"Balcony,Barbecue Area,Built in Wardrobes,Central A/C,Children's Play Area,Children's Pool,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Networked,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark,View of Water",The Pearl
5500,Apartment,90,2,2,Furnished,"Built in Wardrobes,Kitchen Appliances,Security",Al Mansoura
10000,Apartment,116,2,3,Furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool",West Bay
12000,Apartment,170,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Security,Shared Gym,Shared Pool",The Pearl
13500,Apartment,118,2+Maid,2,Furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Maids Room,Security,Shared Gym,Shared Pool",Fereej Bin Mahmoud
10500,Apartment,177,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Shared Gym,Shared Pool,View of Water",The Pearl
10000,Apartment,180,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
5000,Apartment,95,2,1,Unfurnished,Covered Parking,Al Sadd
11000,Apartment,188,2,3,Partly furnished,"Balcony,Built in Wardrobes,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Shared Gym,Shared Pool,View of Landmark",The Pearl
14000,Apartment,143,2,2,,,The Pearl
14500,Apartment,155,2,2,Furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Security,Shared Gym,Shared Pool",Al Jasra
8000,Apartment,110,2,3,Furnished,"Central A/C,Children's Play Area,Covered Parking,Security",Mesaimeer
4800,Apartment,100,2,1,Furnished,"Central A/C,Covered Parking,Kitchen Appliances",Al Mansoura
8000,Apartment,119,2,3,Furnished,"Central A/C,Children's Play Area,Security,Shared Gym,Shared Pool",West Bay
4000,Apartment,90,2,2,Unfurnished,"Covered Parking,Kitchen Appliances,Security",Fereej Abdul Aziz
11500,Apartment,180,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
11000,Apartment,125,2+Maid,4,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Maids Room,Shared Gym,Shared Pool,Walk-in Closet",Fereej Bin Mahmoud
7000,Apartment,120,2,2,Furnished,"Balcony,Covered Parking,Kitchen Appliances,Private Pool,Shared Pool",Fereej Bin Omran
8769,Apartment,160,2,3,Partly furnished,"Balcony,Barbecue Area,Built in Wardrobes,Children's Play Area,Children's Pool,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Networked,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,Study,View of Landmark,View of Water,Walk-in Closet",Al Rayyan
5500,Apartment,90,2,2,Furnished,"Built in Wardrobes,Central A/C,Covered Parking,Kitchen Appliances,Security",Najma
10000,Apartment,120,2,2,Furnished,"Central A/C,Covered Parking,Shared Gym,Shared Pool",West Bay
11815,Apartment,172,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Shared Gym,Shared Pool,View of Landmark,View of Water",The Pearl
10000,Apartment,125,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
5500,Apartment,130,2,3,Furnished,"Covered Parking,Kitchen Appliances,Security,Shared Gym",Najma
12750,Apartment,176,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
12500,Apartment,142,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
20400,Apartment,357,2,2,,,The Pearl
9500,Apartment,100,2,1,Furnished,Built in Wardrobes,West Bay
4250,Apartment,85,2,1,Unfurnished,Covered Parking,Al Aziziyah
6500,Apartment,100,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Covered Parking,Kitchen Appliances,Security,Shared Gym",Al Sadd
5000,Apartment,105,2,1,Furnished,"Kitchen Appliances,Security",Al Thumama
13000,Apartment,170,2+Maid,3,Partly furnished,"Balcony,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool,View of Water",The Pearl
15600,Apartment,167,2,2,,,The Pearl
10000,Apartment,120,2,2,Furnished,"Central A/C,Covered Parking,Shared Gym,Shared Pool",West Bay
14000,Apartment,150,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,Shared Spa,Walk-in Closet",The Pearl
15000,Apartment,167,2,3,Furnished,"Balcony,Central A/C,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
9500,Apartment,115,2,2,,,West Bay
15000,Apartment,167,2,3,Furnished,"Balcony,Central A/C,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
5500,Apartment,130,2,3,Furnished,"Covered Parking,Kitchen Appliances,Security,Shared Gym",Najma
5250,Apartment,100,2,2,Furnished,Covered Parking,Old Airport Road
6000,Apartment,100,2,2,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maid Service,Pets Allowed,Private Jacuzzi,Security,Shared Gym,Shared Pool",Al Sadd
16500,Apartment,133,2,3,Furnished,"Balcony,Central A/C,Concierge,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",The Pearl
9500,Apartment,90,2,2,Furnished,"Central A/C,Shared Gym,Shared Pool",West Bay
6000,Apartment,100,2,2,Furnished,"Central A/C,Concierge,Covered Parking,Kitchen Appliances,Private Jacuzzi,Private Pool,Security,Shared Gym,Shared Spa",Al Sadd
4250,Apartment,85,2,1,,,Al Aziziyah
12500,Apartment,165,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,Shared Spa,View of Water,Walk-in Closet",The Pearl
12492,Apartment,170,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Kitchen Appliances,Private Jacuzzi,Security,Shared Gym,Shared Pool,Shared Spa,Walk-in Closet",The Pearl
16000,Apartment,168,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
10385,Apartment,172,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Shared Gym,Shared Pool,View of Water",The Pearl
7500,Apartment,100,2,3,Furnished,"Balcony,Central A/C,Concierge,Covered Parking,Security,Shared Gym,Shared Pool",Al Sadd
5500,Apartment,95,2,1,Partly furnished,"Shared Gym,Shared Pool",Old Airport Road
8600,Apartment,120,2,2,Furnished,"Balcony,Central A/C,Covered Parking,Shared Gym,Shared Pool,Shared Spa",West Bay
8500,Apartment,167,2+Maid,3,Furnished,"Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool,View of Water",West Bay
11150,Apartment,181,2,2,,,The Pearl
20400,Apartment,357,2,2,,,The Pearl
12000,Townhouse,133,2,3,Furnished,"Balcony,Central A/C,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,Shared Spa,View of Landmark,View of Water",The Pearl
5000,Apartment,100,2,2,Furnished,"Balcony,Built in Wardrobes,Concierge,Covered Parking,Kitchen Appliances,Security,Walk-in Closet",Al Mansoura
11500,Apartment,188,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
12000,Apartment,130,2,3,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool",West Bay
12000,Apartment,170,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Security,Shared Gym,Shared Pool,View of Water",The Pearl
4750,Apartment,1,2,2,,,Najma
7000,Apartment,100,2,2,Furnished,"Covered Parking,Kitchen Appliances,Private Pool,Shared Gym,Shared Pool",Fereej Bin Mahmoud
14500,Townhouse,150,2,3,Partly furnished,"Balcony,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
5000,Apartment,100,2,2,,,Al Sadd
10500,Apartment,170,2,3,Partly furnished,"Balcony,Built in Wardrobes,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
8500,Apartment,167,2,3,Furnished,"Built in Wardrobes,Central A/C,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark",West Bay
6200,Apartment,120,2,2,Furnished,"Covered Parking,Security,Shared Gym,Shared Pool",Al Sadd
10000,Apartment,128,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Private Jacuzzi,Security,Shared Gym,Shared Pool,Walk-in Closet",The Pearl
5300,Apartment,148,2,2,Unfurnished,"Balcony,Covered Parking,Pets Allowed,Security,Walk-in Closet",Old Airport Road
8310,Apartment,125,2,2,Partly furnished,"Balcony,Barbecue Area,Built in Wardrobes,Children's Play Area,Children's Pool,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Networked,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,Study,View of Landmark,Walk-in Closet",Al Waab
6500,Apartment,110,2,1,Furnished,"Balcony,Built in Wardrobes,Covered Parking,Kitchen Appliances,Pets Allowed,Private Pool,Security,Shared Gym,Shared Pool",Fereej Bin Mahmoud
6500,Apartment,110,2,1,Furnished,"Balcony,Built in Wardrobes,Covered Parking,Kitchen Appliances,Pets Allowed,Private Pool,Shared Gym,Shared Pool",Fereej Bin Mahmoud
11500,Apartment,130,2,1,Furnished,"Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Security,Shared Gym,Shared Pool",Al Jasra
14500,Apartment,170,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,Walk-in Closet",The Pearl
12429,Apartment,200,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark,View of Water",The Pearl
5000,Apartment,50,2,2,Furnished,"Built in Wardrobes,Covered Parking,Kitchen Appliances",Fereej Bin Mahmoud
6000,Apartment,65,2,2,Furnished,"Built in Wardrobes,Covered Parking,Kitchen Appliances,Shared Gym,Shared Pool",Fereej Bin Mahmoud
4750,Apartment,70,2,1,Furnished,"Built in Wardrobes,Security",Fereej Abdul Aziz
5000,Apartment,95,2,2,,,Al Mansoura
5000,Apartment,93,2,2,Furnished,"Covered Parking,Kitchen Appliances,Security",Al Mansoura
3200,Apartment,58,2,2,,,Al Rayyan
13500,Apartment,149,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Private Gym,Private Pool,Security,Shared Gym,Shared Pool,View of Water",The Pearl
4500,Apartment,110,2,2,,,Al Muntazah
15000,Apartment,160,2,3,Furnished,"Balcony,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Private Gym,Private Pool,Security,Shared Gym,Shared Pool,Shared Spa,View of Water",The Pearl
11350,Apartment,132,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",West Bay
10154,Apartment,130,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
6000,Apartment,110,2,2,Furnished,"Central A/C,Security",Fereej Bin Mahmoud
8308,Apartment,130,2,2,Partly furnished,"Balcony,Barbecue Area,Built in Wardrobes,Children's Play Area,Children's Pool,Concierge,Covered Parking,Kitchen Appliances,Lobby in Building,Networked,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,View of Landmark,View of Water,Walk-in Closet",Al Waab
12000,Apartment,120,2,2,Unfurnished,"Central A/C,Children's Play Area,Covered Parking,Security,Shared Gym,Shared Pool,View of Water",The Pearl
11000,Apartment,170,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Kitchen Appliances,Security,Shared Gym,Shared Pool",The Pearl
6000,Apartment,110,2,2,Furnished,"Central A/C,Security",Fereej Bin Mahmoud
12100,Apartment,130,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,Shared Spa,View of Water",The Pearl
12500,Apartment,180,2+Maid,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Kitchen Appliances,Maids Room,Security,Shared Gym,Shared Pool,Shared Spa,View of Water",The Pearl
4700,Apartment,95,2,2,Furnished,Covered Parking,Umm Ghuwailina
15600,Apartment,168,2,3,Furnished,"Balcony,Central A/C,Shared Gym,Shared Pool,View of Water",The Pearl
10000,Apartment,175,2,2,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Shared Gym,Shared Pool",The Pearl
12000,Apartment,190,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Security,Shared Gym,Shared Pool,Shared Spa,View of Water,Walk-in Closet",The Pearl
9086,Apartment,135,2,2,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool,View of Landmark",Al Waab
10500,Apartment,165,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Kitchen Appliances,Shared Gym,Shared Pool,Shared Spa,View of Landmark,View of Water",The Pearl
10000,Apartment,180,2,3,Furnished,"Built in Wardrobes,Central A/C,Kitchen Appliances,Security,Shared Gym,Shared Pool",West Bay
12400,Apartment,115,2,2,Furnished,"Balcony,Concierge,Covered Parking,Kitchen Appliances,Pets Allowed,Private Gym,Private Pool,Security,Shared Gym,Shared Pool,Shared Spa,View of Water",The Pearl
10714,Apartment,228,2,3,Unfurnished,"Balcony,Central A/C,Kitchen Appliances,Security,Shared Pool,Walk-in Closet",The Pearl
15000,Townhouse,198,2+Maid,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Concierge,Kitchen Appliances,Maid Service,Maids Room,Private Pool,Security,Shared Gym,Shared Pool,Shared Spa,Study,View of Water,Walk-in Closet",The Pearl
15000,Townhouse,145,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water",The Pearl
10000,Apartment,130,2,4,,,Al Ghanim
7500,Apartment,120,2,2,Furnished,"Covered Parking,Kitchen Appliances,Pets Allowed,Security,Shared Gym,Shared Pool",Al Sadd
10714,Apartment,155,2,3,Partly furnished,"Balcony,Built in Wardrobes,Central A/C,Kitchen Appliances,Security,Shared Gym,Shared Pool,View of Water,Walk-in Closet",The Pearl
12500,Apartment,166,2+Maid,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Children's Play Area,Kitchen Appliances,Maid Service,Maids Room,Security,Shared Gym,Shared Pool,Shared Spa,View of Water,Walk-in Closet",The Pearl
6000,Apartment,110,2,2,Furnished,"Central A/C,Shared Gym,Shared Pool,Shared Spa",Al Sadd
16200,Apartment,168,2,3,Furnished,"Balcony,Central A/C,Shared Gym,Shared Pool,View of Water",The Pearl
12000,Apartment,182,2,3,Furnished,"Balcony,Built in Wardrobes,Central A/C,Concierge,Covered Parking,Kitchen Appliances,Maid Service,Pets Allowed,Security,Shared Gym,Shared Pool,View of Water",West Bay
